"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LOGC","LogicBio Therapeutics, Inc.","7.06","$166.91M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/logc",
"LOGI","Logitech International S.A.","74.83","$12.62B","1997","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","85.98","$4.22B","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","26.7679","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","32.0347","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chna",
"LONE","Lonestar Resources US Inc.","0.2672","$6.81M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lone",
"LOAC","Longevity Acquisition Corporation","10.7","$28.11M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.2354","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","10.5955","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.25","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacw",
"LOOP","Loop Industries, Inc.","10.35","$413.33M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","21.14","$653.92M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/lorl",
"LPLA","LPL Financial Holdings Inc.","79.91","$6.32B","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lpla",
"LYTS","LSI Industries Inc.","7.25","$189.9M","1985","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","368.75","$48.01B","2007","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","85.74","$6.44B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","31.47","$1.46B","2000","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmnx",
"LUMO","Lumos Pharma, Inc.","15.17","$125.81M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lumo",
"LUNA","Luna Innovations Incorporated","6.05","$186.33M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","0.523","$105.29M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","9.14","$478.88M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LYFT","Lyft, Inc.","28.93","$9.03B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"LYRA","Lyra Therapeutics, Inc.","13.58","$175.52M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lyra",
"MCBC","Macatawa Bank Corporation","7.2","$245.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","9.62","$101.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","36.88","$2.47B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","26.4","$1.43B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","105.46","$1.63B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","3.32","$76.87M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","73.96","$1.87B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","7.09","$342.11M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","15.68","$767.96M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGNI","Magnite, Inc.","7.37","$812.55M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mgni",
"MGYR","Magyar Bancorp, Inc.","8.02","$46.6M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","1.33","$112.68M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MNSB","MainStreet Bancshares, Inc.","13.16","$108.81M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MJCO","Majesco","16.09","$697.86M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mjco",
"MMYT","MakeMyTrip Limited","13.75","$1.42B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MLAC","Malacca Straits Acquisition Company Limited","9.7","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlac",
"MLACU","Malacca Straits Acquisition Company Limited","9.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacu",
"MLACW","Malacca Straits Acquisition Company Limited","0.35","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacw",
"MBUU","Malibu Boats, Inc.","54.77","$1.12B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","12.45","$94.74M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
"TUSK","Mammoth Energy Services, Inc.","1.5","$68.64M","2016","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","94.13","$5.98B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","4.215","$40.58M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","4.23","$83.62M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","16.355","$34.37M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.74","$398.76M","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","74.36","$3B","2002","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","2.71","$87.11M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","1.85","$82.43M","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mchx",
"MRIN","Marin Software Incorporated","1.38","$9.61M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","1.81","$3.62M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","2.15","$262.72M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrns",
"MRKR","Marker Therapeutics, Inc.","1.82","$84.84M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrkr",
"MKTX","MarketAxess Holdings, Inc.","499.84","$18.98B","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","6.94","$82.87M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/mrln",
"MAR","Marriott International","95.27","$30.9B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.33","$198.67M","2013","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","18.81","$1.56B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","1.6","$62.16M","2002","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","33.46","$22.26B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","219.19","$12.04B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/masi",
"MCFT","MasterCraft Boat Holdings, Inc.","20.71","$390.84M","2015","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mcft",
"MTCH","Match Group, Inc.","112.55","$29.26B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","29.48","$1.57B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","9.15","$239.18M","1990","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","11.14","$3.86B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","21.865","$683.61M","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/matw",
"MAXNV","Maxeon Solar Technologies, Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maxnv",
"MXIM","Maxim Integrated Products, Inc.","68.51","$18.27B","1988","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxim",
"MGRC","McGrath RentCorp","67.61","$1.63B","1984","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.05","$149.13M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","3.73","$43.42M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","1.522","$7.23M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrr",
"MDRRP","Medalist Diversified REIT, Inc.","12.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrrp",
"MBNKP","Medallion Bank","18.86","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/mbnkp",
"MFIN","Medallion Financial Corp.","2.93","$72.71M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","24.925","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfinl",
"MDIA","Mediaco Holding Inc.","4.56","$32.36M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/mdia",
"MDNA","Medicenna Therapeutics Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdna",
"MNOV","MediciNova, Inc.","5.54","$245.83M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnov",
"MDGS","Medigus Ltd.","1.45","$11.11M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.16","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","3.2","$87.08M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","125.29","$4.44B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","2.68","$284.08M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","13.45","$502.53M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","19.18","$9.15B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mlco",
"MNLO","Menlo Therapeutics Inc.","1.52","$254.89M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.37","$4.95M","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","1202.28","$59.77B","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","21.06","$341.83M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","7.76","$511.14M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","19.09","$548.75M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mbin",
"MBINO","Merchants Bancorp","24.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbino",
"MBINP","Merchants Bancorp","25.26","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbinp",
"MFH","Mercurity Fintech Holding Inc.","2.56","$21.05M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/mfh",
"MRCY","Mercury Systems Inc","75.88","$4.22B","1998","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","3.23","$218.81M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mreo",
"MCMJ","Merida Merger Corp. I","9.8","$160.45M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmj",
"MCMJW","Merida Merger Corp. I","0.63","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmjw",
"EBSB","Meridian Bancorp, Inc.","11.36","$595.41M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","16.86","$722.66M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","15.36","$93.62M","2017","n/a","n/a","https://old.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","47.84","$2.65B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmsi",
"SNUG","Merlyn.AI Tactical Growth & Income ETF","26.5049","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snug",
"MACK","Merrimack Pharmaceuticals, Inc.","4.27","$57.13M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","17.57","$1.2B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","12.32","$357.98M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","3.6","$127.49M","2018","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","236.58","$1.21B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","18.51","$2.16B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","18.92","$655.15M","1993","Finance","Major Banks","https://old.nasdaq.com/symbol/cash",
"METX","Meten EdtechX Education Group Ltd.","9.08","$483.9M","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/metx",
"METXW","Meten EdtechX Education Group Ltd.","0.32","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/metxw",
"MEOH","Methanex Corporation","21.12","$1.61B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/meoh",
"MCBS","MetroCity Bankshares, Inc.","14.45","$370.99M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbs",
"MGEE","MGE Energy Inc.","65.41","$2.37B","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","35.57","$601.61M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","6.98","$49.58M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","107.93","$27.25B","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","42.66","$47.4B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","213.02","$1612.06B","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","145.08","$1.41B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","1.38","$197.96M","1996","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","3.26","$38.89M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","19.76","$166.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","2.56","$31M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","2.77","$39.64M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","17.56","$112M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","64.79","$1.13B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","14.075","$318.77M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","12.56","$41.81M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","18.57","$298.96M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mofg",
"MIST","Milestone Pharmaceuticals Inc.","7.76","$191.72M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mist",
"MLND","Millendo Therapeutics, Inc. ","1.91","$36.29M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mlnd",
"TIGO","Millicom International Cellular S.A.","27.26","$2.76B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","46.4","$2.94B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.37","$47.15M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mndo",
"MIND","MIND Technology, Inc.","2.28","$27.78M","1994","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mind",
"MINDP","MIND Technology, Inc.","18.28","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mindp",
"NERV","Minerva Neurosciences, Inc","3.21","$132.27M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","1.07","$60.57M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","144.99","$6.46B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrtx",
"MIRM","Mirum Pharmaceuticals, Inc.","24.25","$615.93M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mirm",
"MSON","MISONIX, Inc.","13.43","$233.17M","1992","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/mson",
"MITK","Mitek Systems, Inc.","12.51","$516.52M","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/mitk",
"MKSI","MKS Instruments, Inc.","121.18","$6.68B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Holdings, Inc.","24.26","$138.39M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","0.95","$19.07M","2019","n/a","n/a","https://old.nasdaq.com/symbol/mtc",
"MOBL","MobileIron, Inc.","6.72","$785.46M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mobl",
"MRNA","Moderna, Inc.","66.45","$26.22B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mrna",
"MOGO","Mogo Inc.","1.6","$46.16M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mogo",
"MWK","Mohawk Group Holdings, Inc.","8.78","$155.96M","2019","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mwk",
"MKD","Molecular Data Inc.","1.68","$193.55M","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mkd",
"MTEM","Molecular Templates, Inc.","11.7","$584.06M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","0.9189","$56.7M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","52.32","$6.22B","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","20.6","$4.3B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.35","$31.45M","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","43.405","$789.52M","1993","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","57.47","$82.09B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","3.15","$200.45M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","216.66","$12.59B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mdb",
"MNCL","Monocle Acquisition Corporation","10.22","$227.7M","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mncl",
"MNCLU","Monocle Acquisition Corporation","11","n/a","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mnclu",
"MNCLW","Monocle Acquisition Corporation","0.45","n/a","2019","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/mnclw",
"MPWR","Monolithic Power Systems, Inc.","272.75","$12.25B","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/mpwr",
"MNPR","Monopar Therapeutics Inc.","5.69","$61.09M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnpr",
"MNRO","Monro, Inc. ","46.5","$1.55B","1991","Consumer Services","Automotive Aftermarket","https://old.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","6.99","$148.91M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mrcc",
"MRCCL","Monroe Capital Corporation","23.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mrccl",
"MNST","Monster Beverage Corporation","82.73","$43.63B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mnst",
"MORN","Morningstar, Inc.","156.96","$6.74B","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/morn",
"MORF","Morphic Holding, Inc.","26.49","$812.13M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/morf",
"MOR","MorphoSys AG","32.06","$4.2B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mor",
"MOSY","MoSys, Inc.","1.71","$6.05M","2001","Technology","Semiconductors","https://old.nasdaq.com/symbol/mosy",
"MPAA","Motorcar Parts of America, Inc.","18.7","$355.68M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mpaa",
"MOTS","Motus GI Holdings, Inc.","1","$28.95M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mots",
"MCACU","Mountain Crest Acquisition Corp","10.019","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mcacu",
"MOXC","Moxian, Inc.","1.83","$29.63M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/moxc",
"COOP","Mr. Cooper Group Inc.","17.16","$1.58B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/coop",
"MTBC","MTBC, Inc.","10.33","$130.62M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbc",
"MTBCP","MTBC, Inc.","25.46","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbcp",
"MTSC","MTS Systems Corporation","24.94","$480.76M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mtsc",
"GRIL","Muscle Maker, Inc","3.06","$24.44M","2020","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gril",
"MBIO","Mustang Bio, Inc.","3.58","$202.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbio",
"MVBF","MVB Financial Corp.","13.76","$164.64M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mvbf",
"MYSZ","My Size, Inc.","1.08","$7.81M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","15.99","$8.27B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myl",
"MYOK","MyoKardia, Inc.","100.43","$5.32B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.47","$17.41M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","37.04","$618.9M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","14.47","$1.08B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","0.64","$92.05M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Limited","0.3065","$10.67M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","1.76","$81.66M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/nndm",
"NSTG","NanoString Technologies, Inc.","40.67","$1.54B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","0.9715","$4.85M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/naov",
"NNOX","NANO-X IMAGING LTD","21.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnox",
